edad_persona_en_situacion_de_violencia,genero_de_la_persona_agresora,genero_persona_en_situacion_de_violencia,modalidad_de_violencia_laboral,modalidad_de_violencia_institucional,modalidad_de_violencia_mediatica,modalidad_de_violencia_obstetrica,modalidad_de_violencia_otras,modalidad_violencia_contra_libertad_reproductiva,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_domestica,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_simbolica,Ubicación,vinculo_con_la_persona_agresora
26,Varon,Mujer,,,,,,,Argentina,,,,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,,,,1,,1,"Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,Argentina,,,,1,1,,"Buenos Aires, Argentina",Otro familiar
26,Varon,Mujer,,,,,,,Argentina,,,1,1,,,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,,,1,1,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,,,1,1,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,Argentina,,1,,1,,,"Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,Argentina,,1,1,1,,,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,,1,1,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,Argentina,1,,,,1,,"Mendoza, Argentina",Otro
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,,"Chaco, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,,"Chubut, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,,"Formosa, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,,"Mendoza, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,,"Misiones, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,,"Río Negro, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,,"San Juan, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,,"Tucumán, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,,"Tucumán, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,1,"Buenos Aires, Argentina",Otro familiar
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,1,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,1,"Córdoba, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,1,"Córdoba, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,,1,"Salta, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,1,,"Buenos Aires, Argentina",Padre o tutor
26,Varon,Mujer,,,,,,,Argentina,1,,,1,1,,"Córdoba, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,1,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,,1,1,1,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,,,,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,,,,"Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,Argentina,1,,1,,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Buenos Aires, Argentina",Otro familiar
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Buenos Aires, Argentina",Padre o tutor
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Catamarca, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Chaco, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Chubut, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Córdoba, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Córdoba, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Corrientes, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Entre Ríos, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Entre Ríos, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Formosa, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Jujuy, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Jujuy, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"La Rioja, Argentina, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Mendoza, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Misiones, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Salta, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Salta, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"San Juan, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"San Juan, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"San Luis, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"San Luis, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Santa Fe, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Santa Fe, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Santiago Del Estero, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Santiago Del Estero, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Sin Informar, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Tucumán, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Tucumán, Argentina",Otro
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,,"Tucumán, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,1,"Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,1,"Buenos Aires, Argentina",Otro familiar
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,1,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,1,"Córdoba, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,1,"Jujuy, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,1,"La Pampa, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,1,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,1,"Salta, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,,1,"Tucumán, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,1,,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,1,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,1,,"Jujuy, Argentina",Otro
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,1,,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,1,,"Santa Fe, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,1,,"Tucumán, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,1,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,1,1,"Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,1,1,"Buenos Aires, Argentina",Otro familiar
26,Varon,Mujer,,,,,,,Argentina,1,,1,1,1,1,"Catamarca, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,,,,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,,,,"Tucumán, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Buenos Aires, Argentina",Padre o tutor
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Chaco, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Córdoba, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Corrientes, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Mendoza, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Salta, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"San Luis, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Santa Fe, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Santa Fe, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Tucumán, Argentina",Otro
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,1,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,1,"Chubut, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,1,"Córdoba, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,1,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,,1,"Tucumán, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,1,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,1,,"Jujuy, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,,1,1,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Chaco, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Chaco, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Córdoba, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Córdoba, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Corrientes, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Formosa, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Jujuy, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Jujuy, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"La Rioja, Argentina, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Mendoza, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Neuquén, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Río Negro, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Río Negro, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Salta, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"San Juan, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"San Luis, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Santa Fe, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Santa Fe, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Tucumán, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Tucumán, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Buenos Aires, Argentina",Otro familiar
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Chaco, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Entre Ríos, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Salta, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Chaco, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Mendoza, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Neuquén, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Santa Fe, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Santa Fe, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Santiago Del Estero, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Tucumán, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Tucumán, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,1,"Buenos Aires, Argentina",Otro familiar
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,1,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,1,"Tucumán, Argentina",Pareja
26,Varon,Mujer,,,,,,,Boliviana,1,,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Boliviana,1,,1,1,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Boliviana,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Boliviana,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Boliviana,1,,1,1,,1,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Boliviana,1,1,1,1,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Boliviana,1,1,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Boliviana,1,1,1,1,,,"Tucumán, Argentina",Pareja
26,Varon,Mujer,,,,,,,Boliviana,1,1,1,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,Boliviana,1,1,1,1,,1,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Boliviana,1,1,1,1,1,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,Chilena,,,,,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Chilena,1,1,,1,,1,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,Mexicana,1,,,1,1,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,,,,,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,,,,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,,,,1,,1,"Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,No informado,,,,1,,1,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,,,1,,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,,,1,1,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,,,1,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,,,1,1,,1,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,,,1,1,1,,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,,1,,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,,1,,1,,1,"Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,No informado,,1,1,1,1,1,"Buenos Aires, Argentina",Superior jerarquico
26,Varon,Mujer,,,,,,,No informado,1,,,,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Sin Informar
26,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Sin Informar, Argentina",Otro
26,Varon,Mujer,,,,,,,No informado,1,,,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,,1,,1,"Buenos Aires, Argentina",Otro familiar
26,Varon,Mujer,,,,,,,No informado,1,,,1,1,1,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,No informado,1,,1,,,1,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Buenos Aires, Argentina",Padre o tutor
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Padre o tutor
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Sin Informar
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Jujuy, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Jujuy, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"La Rioja, Argentina, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Mendoza, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Río Negro, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Santa Fe, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Tucumán, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Tucumán, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,1,"Buenos Aires, Argentina",Otro familiar
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,1,"Buenos Aires, Argentina",Padre o tutor
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,1,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,,1,"Sin Informar, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,1,,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,1,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,1,,"Corrientes, Argentina",Otro
26,Varon,Mujer,,,,,,,No informado,1,,1,1,1,,"Jujuy, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,1,,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,1,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,1,1,"Buenos Aires, Argentina",Otro familiar
26,Varon,Mujer,,,,,,,No informado,1,,1,1,1,1,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,,1,1,1,1,"Santa Fe, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,1,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,1,,1,,,"Córdoba, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,1,,1,,,"Santa Fe, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,1,,1,,,"Santa Fe, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,1,,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,1,,1,,1,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,1,,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,1,1,,,,"Río Negro, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Santa Fe, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,1,1,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,1,1,1,,1,"Buenos Aires, Argentina",Pareja
26,Varon,Mujer,,,,,,,No informado,1,1,1,1,1,,"Buenos Aires, Argentina",Padre o tutor
26,Varon,Mujer,,,,,,,No informado,1,1,1,1,1,,"Mendoza, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,1,1,1,1,,"Neuquén, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,1,1,1,1,1,"Buenos Aires, Argentina",Ex pareja
26,Varon,Mujer,,,,,,,No informado,1,1,1,1,1,1,"Buenos Aires, Argentina",Pareja
